MES;CLIENTE;LINEA_RENOVADO;PLAZO_RENOVADO;FLAG_VENTA;USO_LINEA_TOTAL_TC_T2;USO_TRIM_LINEA_BBVA;NR_ENTIDADES_TOTAL_T2;DIFF_NRO_ENTIDA_TOTALES_T2_T12;SDO_CONSUMO_T2;RESENCIA_OFERTA_PLD_RENOVADO;Ahorro_Sldo_Bco_T1;PConsumo_Sldo_Bco_T1;SDO_BCO_tot_sm_pasivo_Bco_6M;EDAD;SEXO;EST_CIVIL;ANTIGUEDAD_MES;REGION;FLAG_LIMA_PROVINCIA;SUELDO_ESTIMADO;CUBRIR_DEUDA_CONSUMO_SF_RENOVA_PLD
201502;66212;3900;12;0;;;1;0;2275.52;11;766;3774;9372.333333;33;M;C;81;NORTE;0;2581;0.583466
201502;66213;20800;36;0;0;0;1;0;10420.58;20;10566;20954;11208.66667;31;M;S;28;SIERRA CENTRAL;0;4299;0.500989
201502;66214;20000;36;0;0.482894;0.770348;1;0;17434.67;20;2864;23860;2780.666666;34;M;S;172;LIMA NORTE;1;3081;0.871733
201502;66215;15210;36;0;;;0;0;;6;616;8512;1017.666666;56;M;C;266;SUR;0;2861;0
201502;66216;17000;36;0;;;2;0;16986.42;21;558;20858;514.5;58;F;S;76;CENTRO;0;1480;0.999201
201502;66217;16380;48;0;;;1;0;7103.27;21;332;14370;1441.666666;36;M;S;45;CENTRO;0;4447;0.433655
201502;66218;13000;36;0;0.07913;0;2;0;7816.34;20;17228;14246;19300.16667;28;M;S;68;NORTE;0;4143;0.601256
201502;66219;5850;36;0;0;0;1;0;3018.01;20;1390;6162;12839.16667;27;F;S;64;LIMA CENTRO;1;2673;0.515899
201502;66220;6062;36;0;0.247169;0;4;-2;6799.91;;906;7050;4264.666666;29;F;S;45;LIMA NORTE;1;1811;1.12173
201502;66221;45500;33;0;0.489595;0.484725;4;1;78229.15;8;68894;44736;168391;55;M;C;212;LIMA MODERNA;1;14370;1.71932
201502;66222;21803;36;0;0.169657;0;3;0;20066.35;11;84;15442;114.833333;43;M;S;153;NORTE;0;3443.48;0.920348
201502;66223;3900;36;0;0;0;1;0;1929.4;15;2;3880;2.333333;51;M;C;18;LIMA CENTRO;1;2311.46;0.494717
201502;66224;13065;36;0;;;1;0;6591.47;15;328;13468;436.333333;41;M;S;208;SUR;0;3000;0.504513
201502;66225;11381;24;0;0.036;0.027866;2;0;13262.62;20;3070;27640;2699.833333;33;M;S;76;LIMA ESTE;1;3421;1.16533
201502;66226;20800;36;0;0;0;1;-1;11843.53;16;2720;24458;1650.166666;44;F;S;158;CENTRO;0;3137;0.5694
201502;66227;19500;36;0;0.042406;0.05206;2;-1;13892.6;3;68574;24360;110707.1667;38;M;S;207;LIMA MODERNA;1;1800;0.712441
201502;66228;13000;18;0;0;0.004636;1;0;6907.13;14;5286;14392;2858.5;40;M;C;219;LIMA NORTE;1;7333;0.531317
201502;66229;21019;36;0;;;1;0;14063.19;6;3312;28904;1596.5;30;F;C;57;CENTRO;0;3500;0.66907
201502;66230;10660;36;0;0;0;1;1;3857.13;18;2002;8036;2334.5;36;F;S;97;LIMA SUR;1;1678;0.361832
201502;66231;3900;24;0;0.03022;0;1;3;410.55;21;470;0;706.333333;31;M;C;119;LIMA ESTE;1;3357;0.105269
201502;66232;2730;12;0;0.020704;0.02377;1;0;146.64;11;15438;0;13192.33333;31;M;S;94;LIMA MODERNA;1;5699;0.053714
201502;66233;13000;36;0;;;2;0;7446.56;21;8676;8840;63939.66667;49;M;C;97;NORTE;0;8531;0.572812
201502;66234;31200;48;0;0;0;1;3;17448.7;18;3878;35638;2764.333333;58;F;S;244;CENTRO;0;3984;0.559253
201502;66235;6500;48;0;0;0;0;1;;15;1054;0;1082.833333;43;M;S;209;SIERRA CENTRAL;0;1766;0
201502;66236;17095;33;0;0.103872;0;2;0;9048.47;9;11976;14750;8069.5;32;F;S;75;LIMA SUR;1;4536;0.529305
201502;66237;2600;36;0;;;1;0;1294.49;21;66158;2674;86117.16667;61;M;C;261;SUR;0;10917;0.49788
201502;66238;52445;48;0;0;0;1;0;32463.64;11;2390;65512;91854.83333;66;M;S;262;LIMA ESTE;1;21450;0.619003
201502;66239;15600;24;0;;;0;2;;6;1138;0;1508;29;F;S;63;LIMA MODERNA;1;1220.66;0
201502;66240;13000;12;0;0.076979;0.038;4;-1;17654.86;10;334;120602;105848;53;M;C;312;LIMA MODERNA;1;21116;1.35807
201502;66241;15600;36;0;0;0;1;0;5995.21;6;690;12212;3087.666666;31;M;S;35;LIMA MODERNA;1;3000;0.384308
201502;66242;34469;42;0;0.150452;0.425645;1;0;31442.11;16;11678;45648;5969.5;28;M;S;94;LIMA MODERNA;1;6619;0.912185
201502;66243;47707;48;1;;;0;0;;;4464;53398;34817.83333;49;M;C;65;CENTRO;0;1983.81;0
201502;66244;7585;24;0;0;0;1;0;1990.21;;464;4682;182.5;55;M;C;58;LIMA NORTE;1;5743;0.262387
201502;66245;19565;48;0;0.307173;0;3;0;24340.51;21;3870;20250;51874.16667;44;F;S;206;NORTE;0;5856;1.24408
201502;66246;28486;30;0;0.004061;0.415733;2;1;18855.39;3;23204;36176;45342;29;M;S;102;NORTE;0;5596;0.661917
201502;66247;16705;36;0;;;1;-1;9865.61;;3036;20344;3092.5;51;F;C;185;LIMA CENTRO;1;2689.84;0.590578
201502;66248;13000;36;0;;;0;0;;;0;16264;1649.6;32;M;C;78;CALLAO;0;2350;0
201502;66249;16510;36;0;0.203854;0;3;0;28355.98;21;5062;16616;7504.666666;57;F;S;230;LIMA MODERNA;1;6016;1.7175
201502;66250;65000;36;0;0.004587;0;2;-1;20805.28;6;20898;78504;42263.66667;36;M;C;33;LIMA SUR;1;3471.57;0.320081
201502;66251;26000;48;0;;;1;0;9876.2;6;2238;19808;18000.66667;45;M;C;220;NORTE;0;3524;0.379853
201502;66252;13000;36;0;0;0;1;0;61142.45;;15020;118986;35163;53;M;C;223;SIERRA CENTRAL;0;9683;4.70327
201502;66253;87344;39;0;0;0;1;-1;48203.59;;8628;109624;9188.166666;41;M;S;196;LIMA CENTRO;1;6190;0.551882
201502;66254;28145;36;0;0.076123;0;3;-2;10680.07;21;7822;19058;6750;47;M;S;167;LIMA PROVINCIA;1;7594;0.379465
201502;66255;27495;36;0;0.285123;0;4;0;30601.25;21;25500;27080;60841.66667;29;M;S;153;LIMA MODERNA;1;4697;1.11298
201502;66256;19533;36;0;0.233467;0.415644;2;0;9755.24;13;5056;11988;3303;39;M;S;111;CALLAO;0;4806;0.499423
201502;66257;15600;18;1;;;1;-1;8294.09;6;1798;16588;4403.833333;49;M;S;27;LIMA ESTE;1;11150;0.531672
201502;66258;21170;18;0;0.347699;0;3;-3;13831.18;;386;16850;2446.25;34;F;S;12;SUR;0;1411;0.653338
201502;66259;14251;33;0;0.352666;0;4;-1;10091.24;11;9290;19366;16691.33333;50;F;S;167;OESTE;0;5000;0.708107
201502;66260;32239;48;0;;;1;0;15079.75;6;25410;31102;45445;41;M;C;105;LIMA NORTE;1;8393;0.467748
201502;66261;24050;36;0;0.006707;0;2;0;20258.74;11;2630;28856;37548.16667;44;F;C;180;LIMA NORTE;1;6674;0.842359
201502;66262;7995;36;0;0.141112;0.006631;3;-1;8234.91;18;702;6512;14562.33333;55;M;S;232;LIMA CENTRO;1;2829;1.03001
201502;66263;20500;48;0;0.100594;0;2;-1;5242.7;;3424;25894;29846.16667;61;M;C;179;CENTRO;0;3430;0.255741
201502;66264;8668;36;1;0.364591;0.759166;3;0;7490.82;;1160;10228;1012.333333;36;M;C;70;SUR;0;5831;0.864192
201502;66265;91000;36;0;0.142479;0;3;-2;6838.9;;394;39634;494;44;M;C;146;NORTE;0;5000;0.075152
201502;66266;58500;60;0;0;0;1;0;21750.97;18;5182;43544;30696.16667;43;M;S;174;SUR;0;6989;0.371811
201502;66267;42962;36;0;;;2;-1;27466.79;13;0;54904;883.333333;36;M;U;22;SUR;0;2196.64;0.639327
201502;66268;16770;36;0;0;0;2;0;55207.08;21;3310;5048;39384.16667;44;F;S;192;LIMA NORTE;1;5061;3.29201
201502;66269;19500;36;0;0.0706;0.076133;1;-1;12205.36;3;3012;23964;21958.5;31;M;S;62;LIMA NORTE;1;4553;0.625915
201502;66270;25224;36;0;0.010256;0;4;-1;17970.51;3;6060;31376;18977.83333;36;M;S;113;LIMA NORTE;1;5019;0.712436
201502;66271;14280;36;0;0.004582;0;2;-1;1995.02;13;0;4456;512.4;63;M;C;206;NORTE;0;825;0.139707
201502;66272;19500;24;0;0.156709;0;2;-1;15565.51;3;8580;23174;14109.5;29;F;S;50;LIMA MODERNA;1;577;0.798231
201502;66273;2600;36;0;0;0;1;0;1284.33;17;946;2576;603.333333;55;M;S;96;LIMA ESTE;1;5653;0.493973
201502;66274;32500;36;0;0.064379;0;2;-1;14074.16;21;5998;22482;3050.5;38;M;C;155;CENTRO;0;6744;0.433051
201502;66275;6242;36;0;0.096183;0.078781;2;0;3817.23;12;1330;5774;19053.66667;49;F;S;216;LIMA SUR;1;1876;0.611539
201502;66276;25139;36;0;;;1;0;3422.28;13;29438;7016;27889.83333;56;M;S;93;CENTRO;0;3361;0.136134
201502;66277;3900;18;0;0.026604;0;2;0;891.74;15;5090;0;55565.5;37;F;D;148;LIMA SUR;1;4439;0.228651
201502;66278;97500;48;0;0.026896;0;2;1;49654.88;18;2390;91206;113888.3333;42;M;C;126;LIMA NORTE;1;18413;0.50928
201502;66279;1863;9;0;0;0;2;0;12061.14;;3448;3494;17029.33333;57;F;C;70;CENTRO;0;3923;6.47404
201502;66280;34927;36;0;;;1;0;78.98;6;0;0;0;56;F;V;247;CENTRO;0;350;0.002261
201502;66281;5200;12;0;0.439607;0.246972;1;0;3890.52;20;10764;2408;4546;27;M;S;58;LIMA MODERNA;1;6127;0.748176
201502;66282;6322;36;0;0;0;1;-1;4077.04;3;14;8170;382.5;64;M;C;55;SIERRA CENTRAL;0;1549;0.644897
201502;66283;13650;36;0;0;0;1;-1;8222.14;3;40236;16514;21735.5;37;M;S;76;LIMA SUR;1;2164;0.602354
201502;66284;7150;36;0;0.44763;0;1;1;3325.17;6;2;6608;2.333333;64;F;C;210;CALLAO;0;2786.78;0.465058
201502;66285;12350;36;0;0;0;0;1;;6;44;13054;60.666666;39;F;C;192;ORIENTE;0;1887;0
201502;66286;65000;36;0;0.514642;0;8;-2;98498.92;5;476;142778;26810.66667;45;M;C;234;LIMA NORTE;1;1750;1.51537
201502;66287;6500;18;0;0.131066;0.257615;1;0;6828.7;6;5032;7266;29652.33333;50;M;C;114;NORTE;0;4617;1.05057
201502;66288;52012;48;0;0.369;0.455666;1;0;19907.64;15;70446;37050;97826.16667;33;M;U;47;NORTE;0;7579;0.38275
201502;66289;19175;36;0;0;0;1;0;3006.01;21;460;6106;482.5;39;M;U;43;LIMA NORTE;1;2519.25;0.156767
201502;66290;6726;24;0;0.406175;0;2;0;8174.02;18;188;8522;264.166666;35;M;S;58;OESTE;0;2534;1.21529
201502;66291;5200;36;0;;;0;1;;6;7818;8000;5295.833333;65;M;C;44;LIMA SUR;1;5374;0
201502;66292;8990;36;0;0;0;3;0;9323.52;20;1514;9292;745.5;45;M;C;93;CENTRO;0;2711;1.0371
201502;66293;26000;36;0;0;0;1;0;33739.1;6;7714;29594;41562.16667;40;M;C;101;NORTE;0;4961;1.29766
201502;66294;5571;36;0;0.062676;0;2;0;3585.31;15;108;5372;189.5;41;F;S;187;CENTRO;0;1553;0.643566
201502;66295;14300;36;0;;;2;0;7213.76;20;1284;12792;1181.833333;50;M;C;77;SUR;0;2307;0.504458
201502;66296;7800;12;0;0.35985;0.683179;2;2;11798.33;;15850;9966;101157.3333;34;F;C;130;LIMA MODERNA;1;9397;1.51261
201502;66297;34580;36;0;0;0;1;0;16681.58;21;3426;34382;34980.66667;31;F;S;51;CENTRO;0;7236;0.482405
201502;66298;20244;36;0;0.117607;0;4;-2;14954.26;3;832;26676;955.5;53;M;C;80;LIMA SUR;1;1180;0.7387
201502;66299;14300;15;0;0;0;1;-1;2534.3;19;1812;6402;12575.66667;31;F;S;66;NORTE;0;3633;0.177223
201502;66300;29381;36;0;0.000826;0;2;0;12270.05;21;169608;24876;186033.1667;36;M;S;59;LIMA CENTRO;1;6320;0.417618
201502;66301;33750;48;0;;;1;0;20373.78;20;2216;41254;7650.666666;36;F;C;178;OESTE;0;3563;0.603667
201502;66302;12552;24;0;;;1;0;1026.78;6;1656;2086;1149.833333;39;M;C;64;LIMA PROVINCIA;1;2343;0.081802
201502;66303;16900;48;0;0.002331;0;2;1;6817.83;21;2456;13540;52151.83333;43;M;C;114;LIMA NORTE;1;2500;0.403421
201502;66304;65000;33;0;1.0009;0.8306;3;0;30797.03;6;0;11560;11020.66667;38;M;D;189;CALLAO;0;6021.86;0.4738
201502;66305;10400;12;0;;;0;1;;6;40;0;98;64;F;C;216;LIMA NORTE;1;2526.14;0
201502;66306;12220;36;0;0;0;1;0;3649.55;18;32;7584;37.333333;36;F;S;115;LIMA SUR;1;2511.37;0.298653
201502;66307;13000;36;0;0.361408;0;3;0;24764.58;15;468;10794;705.333333;60;M;S;84;LIMA SUR;1;1237;1.90497
201502;66308;20800;36;0;0.08622;0;5;-3;39585.67;6;4;24384;4.666666;41;F;S;18;SUR;0;1200;1.90316
201502;66309;68826;48;0;0.021927;0;4;0;15156.89;12;6328;25672;94320.83333;38;M;C;240;LIMA MODERNA;1;3901;0.22022
201502;66310;13650;30;0;;;1;0;1639.25;6;0;4026;1;64;F;C;141;SUR;0;2705.7;0.120091
201502;66311;15000;36;0;;;1;-1;11908.7;;6352;25198;28494.66667;52;F;C;232;CALLAO;0;3286;0.793913
201502;66312;6500;18;0;0;0;1;0;1223.55;20;3256;3002;2163;56;M;S;142;LIMA ESTE;1;3216;0.188238
201502;66313;9100;36;0;0;0;1;0;5169.18;16;2176;10338;4102.333333;47;M;C;102;CALLAO;0;2103;0.568041
201502;66314;6630;24;0;0;0;1;0;3996.15;3;1810;8044;27219.16667;36;M;C;168;NORTE;0;2700;0.602737
201502;66315;20612;18;0;0;0;2;1;5178.41;20;6586;11756;4301.333333;34;M;S;54;SUR;0;5744;0.251232
201502;66316;8538;24;0;0.214666;0.04066;3;-1;6498.56;15;1694;9012;20929;32;M;S;94;LIMA SUR;1;2491;0.761133
201502;66317;85410;48;0;0.386802;0.31241;3;0;49570.74;6;345252;62548;489240;35;M;S;103;LIMA MODERNA;1;38933;0.580385
201502;66318;39000;48;0;0.00054;0;4;-1;22997.87;9;5142;46880;16780.66667;41;F;S;216;LIMA MODERNA;1;11409;0.589688
201502;66319;13000;12;0;0.049739;0.064;2;0;7208.64;;8010;8382;4481.666666;48;M;S;162;LIMA MODERNA;1;5514;0.55451
201502;66320;41600;24;0;0.536065;0.840863;3;0;69588.86;2;68;43486;11394.83333;48;F;D;216;LIMA MODERNA;1;17794;1.67281
201502;66321;10400;36;0;0.122395;0;4;1;9648.36;21;8476;7374;4909;41;M;C;226;LIMA NORTE;1;5369;0.927726
201502;66322;2744;12;0;0.41228;0.490333;2;0;12687.26;6;5330;0;20573.5;24;M;S;61;LIMA NORTE;1;6366;4.62364
201502;66323;13000;36;0;0.320716;0;3;0;8592.04;15;0;4042;0;45;M;C;46;LIMA ESTE;1;1328;0.660926
201502;66324;13000;36;0;0.04243;0;2;0;7636.87;6;100934;14228;115580.8333;49;F;C;58;LIMA MODERNA;1;2071;0.587451
201502;66325;26000;24;0;0;0.041875;2;0;0;15;3958;0;118195.1667;63;M;C;277;CENTRO;0;13826;0
201502;66326;1105;36;0;0;0;2;0;12243.02;19;5846;188;4074.833333;61;F;C;244;CENTRO;0;3511;11.0797
201502;66327;13000;18;0;0;0;1;-1;7518.84;;1884;15898;988.833333;66;M;C;264;ORIENTE;0;6691;0.578372
201502;66328;7800;36;0;0;0;1;0;5390.63;15;4064;10312;1115.166666;42;M;C;77;ORIENTE;0;2667;0.691106
201502;66329;84590;60;1;;;2;0;0;;114;47114;59859.33333;53;F;C;224;LIMA BALNEARIO;1;5075;0
201502;66330;39000;24;0;0.017356;0.008336;2;0;25086.59;16;8920;42130;24542.83333;53;F;S;280;LIMA MODERNA;1;16856;0.643245
201502;66331;6003;36;0;0.167047;0;2;1;15038.63;15;2212;0;7231.5;49;F;S;215;LIMA MODERNA;1;3463;2.50519
201502;66332;13000;24;0;0.007187;0;4;-3;9468.25;;0;16236;0;63;F;C;28;LIMA CENTRO;1;3371.53;0.728326
201502;66333;27797;48;0;0.012284;0;4;-2;16132.22;21;2874;27956;14455.66667;53;M;C;160;CALLAO;0;2659;0.580358
201502;66334;15340;24;0;0;0;1;1;969.36;20;3164;4602;36935.5;41;M;S;104;SUR;0;3887;0.063191
201502;66335;5501;36;0;0.496981;0.511446;3;0;6102.38;13;212;6314;12622.83333;41;M;C;119;LIMA ESTE;1;1163;1.10932
201502;66336;37161;60;0;0.194891;0.033472;2;0;21835.69;13;10328;22322;104309.8333;57;M;C;221;OESTE;0;5596;0.587596
201502;66337;7800;12;0;0;0;0;2;;11;0;0;14573.66667;39;M;S;55;CENTRO;0;4650;0
201502;66338;66300;48;0;0.09175;0.045655;4;2;31535.61;3;752;52132;3715;52;F;C;101;NORTE;0;825;0.47565
201502;66339;37700;27;0;0.14209;0.120444;3;-1;21675.39;20;3910;33222;51292.66667;51;M;C;131;NORTE;0;2814;0.574944
201502;66340;58323;48;0;;;1;0;39279.94;5;3048;79028;6212.166666;32;M;C;54;CENTRO;0;5212;0.673489
201502;66341;3835;36;0;0;0;0;1;;15;766;0;9834.166666;34;F;S;60;CALLAO;0;1553;0
201502;66342;23812;36;0;0;0;2;-1;2135.59;5;28394;0;27632.33333;45;M;S;184;CENTRO;0;4036;0.089685
201502;66343;21678;24;0;;;2;0;7756.52;15;86854;15342;84149.33333;52;M;C;216;LIMA CENTRO;1;3623;0.357806
201502;66344;39000;36;0;;;2;-1;56638.75;21;22080;116520;87516.83333;52;M;C;251;CENTRO;0;8819;1.45228
201502;66345;3380;36;0;0;0;1;1;8346.54;18;102416;0;68739.66667;56;F;S;171;LIMA CENTRO;1;2536.72;2.46939
201502;66346;27085;48;0;0;0;0;1;;18;9512;0;7410.333333;34;M;S;154;CENTRO;0;4243;0
201502;66347;9750;36;0;0.083882;0;3;2;5861.12;16;11364;10518;50943.33333;43;M;C;103;NORTE;0;4445.98;0.60114
201502;66348;19500;36;0;;;1;0;8331.1;7;3406;17444;26578.33333;38;M;C;126;CENTRO;0;3869;0.427235
201502;66349;48100;48;0;0.377777;0.220733;2;0;30553.12;21;17326;48906;8460.833333;43;F;C;212;LIMA MODERNA;1;8030;0.6352
201502;66350;12127;18;0;0.321646;0.264805;3;0;12531.77;15;0;11294;65490.16667;37;F;D;184;LIMA ESTE;1;8549;1.03338
201502;66351;30331;24;0;0;0;2;1;17373.33;;2572;35736;2197.166666;30;M;S;30;LIMA ESTE;1;5691;0.572791
201502;66352;5377;18;0;0;0;2;1;2806.07;16;484;0;16742.33333;43;M;C;45;NORTE;0;2457;0.521865
201502;66353;20982;18;0;0.46146;0;3;-3;23525.86;20;4052;25462;8541.833333;34;F;S;180;CENTRO;0;2878.84;1.12124
201502;66354;35031;24;0;0.066722;0.097851;1;0;1201.17;;1632;37142;1636.166666;32;M;U;61;LIMA ESTE;1;5706;0.034288
201502;66355;7995;36;0;0.238931;0;4;1;11119.46;15;0;5232;0;59;M;C;166;LIMA CENTRO;1;2398.39;1.3908
201502;66356;22100;36;0;0.025254;0;2;0;2676.75;6;9674;25098;128842.3333;38;F;C;156;NORTE;0;5903;0.121119
201502;66357;14834;36;0;0.398798;0.665547;3;0;13988.96;;0;6674;0;55;M;C;216;ORIENTE;0;676;0.943033
201502;66358;15600;24;0;0.4944;0.476866;1;0;8144.88;20;1994;11656;25344.5;39;M;S;27;LIMA MODERNA;1;6626;0.522107
201502;66359;16701;48;0;0.433463;0;4;0;23005.8;21;364;14614;488.666666;47;M;S;146;CALLAO;0;6431;1.37751
201502;66360;13650;36;0;0;0;3;-1;9017.64;17;0;14272;0;41;M;C;185;LIMA ESTE;1;2460.67;0.660632
201502;66361;9400;36;0;0.253692;0.299794;1;0;4470.57;18;3222;6176;2982.333333;38;M;S;43;LIMA NORTE;1;1907.02;0.475592
201502;66362;36106;36;0;0.007751;0;2;0;19133.89;9;554930;37076;680008.3333;49;M;D;160;LIMA CENTRO;1;750;0.529936
201502;66363;22035;36;0;0;0;1;-1;13233.15;3;5942;27964;56605.83333;37;M;C;212;SUR;0;5270;0.600551
201502;66364;23400;36;0;;;1;0;4715.58;21;8002;10482;8616.333333;35;M;C;35;SUR;0;3504;0.20152
201502;66365;19500;18;0;0;0;2;1;2827.31;11;0;0;0;40;M;S;191;CENTRO;0;5000;0.14499
201502;66366;24700;36;0;0;0;1;1;12432.24;20;3444;24998;29513.5;46;M;C;205;SUR;0;3969;0.503329
201502;66367;20475;36;0;0.246802;0;2;0;24451.95;;38;21400;114.333333;63;M;C;216;LIMA CENTRO;1;800;1.19423
201502;66368;80000;36;0;;;1;0;37835.3;10;10;76208;11.666666;55;F;C;226;LIMA MODERNA;1;4000;0.472941
201502;66369;12987;27;0;0.043995;0.043995;1;0;3648.07;21;74622;4164;60941.5;56;F;C;248;LIMA CENTRO;1;9497;0.280901
201502;66370;39000;60;0;0.260597;0.2794;3;-1;29644.02;13;156;0;46284.66667;33;M;S;107;LIMA MODERNA;1;32741;0.760103
201502;66371;12766;12;0;0;0;0;2;;6;0;12808;275;43;M;C;28;SIERRA CENTRAL;0;2036;0
201502;66372;13400;36;0;0.159793;0;2;0;12256.25;9;4812;18408;8068.166666;40;M;S;57;LIMA ESTE;1;3557;0.914645
201502;66373;71500;36;1;0.25083;0.452795;2;1;46796.91;;14704;79008;32785.83333;37;F;C;173;LIMA MODERNA;1;2878.24;0.654502
201502;66374;29474;24;0;0.041043;0;4;0;21019.66;16;2818;31852;48726.66667;38;M;C;89;LIMA ESTE;1;8740;0.713159
201502;66375;10138;36;0;0;0;1;1;7846.64;5;662;16150;24431.66667;40;M;S;161;CALLAO;0;2641;0.773983
201502;66376;14300;24;0;0.091643;0;6;-5;33203.79;;1414;15824;1354.333333;60;M;C;225;LIMA NORTE;1;13179;2.32194
201502;66377;65000;18;0;0.000818;0.002384;3;0;36963.05;;0;81660;311054.3333;60;M;C;108;LIMA MODERNA;1;7000;0.568662
201502;66378;30604;36;0;0;0;1;-1;22817.41;;0;45786;0;43;M;C;216;LIMA NORTE;1;2858.93;0.745569
201502;66379;11700;33;0;0.042403;0;2;0;13340.82;6;1616;8534;1805.333333;40;M;S;187;SUR;0;3035;1.14024
201502;66380;19500;24;0;;;0;0;;11;21908;0;12679.66667;43;F;C;174;LIMA MODERNA;1;30396;0
201502;66381;5200;12;0;0.264328;0.460277;2;1;7442.78;6;4030;4850;2896.333333;37;F;C;223;LIMA SUR;1;4501;1.4313
201502;66382;13000;36;0;0.006802;0.030303;1;0;7613.97;5;282;15708;328.166666;32;M;S;54;LIMA MODERNA;1;2709;0.58569
201502;66383;19500;24;0;0;0.004173;0;1;;15;24206;0;74746.33333;44;F;S;204;CENTRO;0;5801;0
201502;66384;74817;39;0;0;0;1;2;39607.28;13;3450;90640;2232;35;M;C;82;LIMA NORTE;1;19526;0.529388
201502;66385;6500;36;0;0;0;1;0;2425.86;18;0;5058;0;61;M;S;218;LIMA SUR;1;1115;0.373209
201502;66386;27843;36;0;;;0;1;;6;6272;0;72914.66667;40;M;C;161;SUR;0;9221;0
201502;66387;12331;36;0;0;0;1;0;2911.37;18;3006;6098;1569;47;M;U;77;CENTRO;0;1711;0.236101
201502;66388;91000;30;0;0.040292;0.055323;3;-1;323465.86;13;5018;627948;3128.666666;57;F;C;290;LIMA MODERNA;1;1200;3.55457
201502;66389;13000;18;0;0.005526;0;3;0;3451.94;20;13328;7078;182346.3333;62;M;C;229;LIMA MODERNA;1;8526;0.265533
201502;66390;5947;24;0;0.542105;0.631685;1;0;2575.21;;1612;0;18407.83333;47;M;S;204;LIMA SUR;1;1997;0.433026
201502;66391;10400;15;0;0;0;1;0;4292.34;18;19644;9104;48578;42;M;S;175;CENTRO;0;3336;0.412725
201502;66392;18850;36;0;0;0;1;1;6823.97;21;8004;14218;21123.5;46;M;S;148;LIMA SUR;1;3861;0.362014
201502;66393;25610;36;0;0;0;2;-1;16189.31;;6;31080;1210.333333;61;M;C;216;LIMA ESTE;1;2541.69;0.632147
201502;66394;7150;36;0;0.388083;0.431305;1;0;8303.52;;12268;7304;13537.66667;27;M;S;32;LIMA MODERNA;1;2239;1.16133
201502;66395;13000;30;0;0;0;1;0;5776.22;17;6956;11890;5676.666666;32;M;C;150;NORTE;0;4073;0.444324
201502;66396;25572;36;0;;;2;-2;15840.87;;51470;32626;91018.16667;62;M;C;223;CENTRO;0;2281.79;0.619461
201502;66397;27300;36;0;0.040817;0.108244;1;0;14306.81;15;426;27890;7489;36;M;S;82;CALLAO;0;1357;0.524058
201502;66398;32500;36;0;0.234137;0.469435;4;0;8679.35;6;598;32992;367;59;F;C;56;LIMA MODERNA;1;6614.5;0.267056
201502;66399;1250;36;0;0.559314;0.5296;2;0;26464.79;2;182;1840;14036.33333;48;M;C;222;SUR;0;3554;21.1718
201502;66400;39000;24;0;;;1;0;6980.9;6;5360;15270;7664.333333;57;M;C;210;LIMA NORTE;1;2687.63;0.178997
201502;66401;12100;36;0;0;0;1;0;5823.2;6;0;12326;0;61;M;C;190;SUR;0;1924.62;0.481256
201502;66402;4000;36;0;0;0;1;0;2483.2;18;4;4966;448.166666;36;F;S;29;LIMA SUR;1;750;0.6208
201502;66403;6261;6;0;0;0;1;0;2080.61;6;4386;4750;2475;31;M;C;46;NORTE;0;5956;0.332312
201502;66404;13000;18;0;0;0.01025;1;-1;1901.46;15;4406;3854;18359.83333;26;M;S;31;SIERRA CENTRAL;0;4000;0.146266
201502;66405;71500;48;0;0.126489;0.132342;2;1;30624.57;18;17098;55052;35013.33333;28;M;S;117;LIMA MODERNA;1;8837;0.428315
201502;66406;13000;36;0;0;0.2005;3;0;4112.66;;0;1540;3.75;63;F;D;211;CENTRO;0;1263;0.316358
201502;66407;10906;24;0;0;0;2;-1;13637.58;20;7340;9412;4977.833333;32;M;S;48;SUR;0;3029;1.25046
201502;66408;84000;60;0;0.009602;0;2;-1;52459.72;21;109086;108918;316409.6667;57;F;S;206;LIMA MODERNA;1;10680;0.62452
201502;66409;7410;36;0;;;3;-2;5620.33;18;844;1622;20693;39;M;U;109;CENTRO;0;2017;0.758479
201502;66410;78000;24;0;0.221001;0.987222;2;1;60307.71;8;21388;79502;30489.83333;52;M;S;137;NORTE;0;12316;0.773175
201502;66411;8000;27;0;0.637083;0;2;0;17252.48;12;9284;3584;4168;32;M;S;27;SUR;0;3314;2.15656
201502;66412;5200;18;0;0;0;1;0;165.56;6;9336;0;5716.5;31;M;C;69;LIMA NORTE;1;1600;0.031838
201502;66413;1746;12;0;;;2;-2;3593.07;11;450;1976;2638.166666;28;F;S;58;LIMA NORTE;1;1160;2.05789
201502;66414;15600;60;0;0.177974;0.278886;3;0;19709.22;6;19394;1144;125466.1667;51;M;S;199;LIMA MODERNA;1;3000;1.26341
201502;66415;10706;30;0;0;0;1;-1;6495.34;4;1004;13004;1627.166666;27;M;S;24;SUR;0;1817;0.6067
201502;66416;17144;18;0;0;0;2;1;3016.09;;0;0;5052;29;M;C;42;CENTRO;0;6575;0.175926
201502;66417;78000;48;0;0.189953;0.237504;5;1;38951.95;11;676;46756;247796.3333;36;M;C;86;LIMA MODERNA;1;21175;0.499383
201502;66418;2600;12;0;0.09486;0.586166;1;2;748.66;;1394;816;10380.66667;30;F;S;36;ORIENTE;0;2391;0.287946
